Common_Name,SMILES,MolWt,LogP,NumHDonors,NumHAcceptors,NumRings,NumRotatableBonds,NumHeavyAtoms,NumHeteroatoms,NumAromaticRings,TPSA,FractionCSP3
"N-((1R,2R)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE",CN1CCc2nc(C(=O)N[C@@H]3CCCC[C@H]3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,472.0140000000001,3.7367000000000017,3.0,5.0,5.0,4.0,32.0,9.0,3.0,90.12,0.43478260869565216
Lauryldimethylbetaine,CCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],271.44499999999994,2.733600000000001,0.0,2.0,0.0,13.0,19.0,3.0,0.0,40.129999999999995,0.9375
"5-(2-chlorophenyl)-1,3,4-thiadiazole-2-sulfonamide",NS(=O)(=O)c1nnc(-c2ccccc2Cl)s1,275.742,1.5059000000000005,1.0,5.0,2.0,2.0,16.0,8.0,2.0,85.94000000000001,0.0
octyl 3-deoxy-2-O-(6-deoxy-alpha-L-galactopyranosyl)-beta-D-xylo-hexopyranoside,CCCCCCCCO[C@@H]1O[C@H](CO)[C@H](O)C[C@H]1O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O,422.5150000000001,0.04440000000000027,5.0,9.0,2.0,11.0,29.0,9.0,0.0,138.07000000000002,1.0
"(2,6-Dimethylphenoxy)acetic acid",Cc1cccc(C)c1OCC(=O)O,180.20299999999997,1.76684,1.0,2.0,1.0,3.0,13.0,3.0,1.0,46.53,0.3
"4,4'-Dihydroxybenzophenone",O=C(c1ccc(O)cc1)c1ccc(O)cc1,214.22,2.3288,2.0,3.0,2.0,2.0,16.0,3.0,2.0,57.53,0.0
"5-Heptyl-6-hydroxy-1,3-benzothiazole-4,7-dione",CCCCCCCC1=C(O)c2ncsc2C(=O)C1=O,279.36100000000005,3.5381000000000027,1.0,5.0,2.0,6.0,19.0,5.0,1.0,67.26,0.5
Dibromotyrosine,N[C@@H](Cc1cc(Br)c(O)c(Br)c1)C(=O)O,338.98300000000006,1.8716000000000002,3.0,3.0,1.0,3.0,15.0,6.0,1.0,83.55,0.2222222222222222
"(3AS,4R,9BR)-2,2-DIFLUORO-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-8-OL",Oc1ccc([C@@H]2Oc3ccc(O)cc3[C@@H]3CC(F)(F)C[C@@H]32)cc1,318.319,4.360400000000002,2.0,3.0,4.0,1.0,23.0,5.0,2.0,49.69,0.3333333333333333
3-(7-DIAMINOMETHYL-NAPHTHALEN-2-YL)-PROPIONIC ACID ETHYL ESTER,CCOC(=O)C(Cc1ccc2ccc(C(N)N)cc2c1)c1ccc(OC2CCNC2)cc1,433.55200000000025,3.385900000000002,3.0,6.0,4.0,8.0,32.0,6.0,3.0,99.60000000000001,0.34615384615384615
"2-decyl-5,6-dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione",CCCCCCCCCCC1=C(C)C(=O)C(OC)=C(OC)C1=O,322.44500000000005,4.489900000000004,0.0,4.0,1.0,11.0,23.0,4.0,0.0,52.6,0.6842105263157895
Decyl(dimethyl)phosphine oxide,CCCCCCCCCCP(C)(C)=O,218.32099999999997,4.749800000000005,0.0,1.0,0.0,9.0,14.0,2.0,0.0,17.07,1.0
"5-{[1-(2-fluorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine",Nc1nc(N)c2c(OCC3CCN(Cc4ccccc4F)CC3)cccc2n1,381.4550000000001,3.2243000000000013,2.0,6.0,4.0,5.0,28.0,7.0,3.0,90.28999999999999,0.3333333333333333
"5-{[1-(2,3-dichlorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine",Nc1nc(N)c2c(OCC3CCN(Cc4cccc(Cl)c4Cl)CC3)cccc2n1,432.35500000000013,4.392000000000003,2.0,6.0,4.0,5.0,29.0,8.0,3.0,90.28999999999999,0.3333333333333333
"5-[(1S)-1-(3-chlorophenyl)ethoxy]quinazoline-2,4-diamine",C[C@H](Oc1cccc2nc(N)nc(N)c12)c1cccc(Cl)c1,314.77599999999995,3.587600000000001,2.0,5.0,3.0,3.0,22.0,6.0,3.0,87.05,0.125
Sebacic acid,O=C(O)CCCCCCCCC(=O)O,202.24999999999997,2.2763999999999998,2.0,2.0,0.0,9.0,14.0,4.0,0.0,74.6,0.8
"UNDECYLAMINE-N,N-DIMETHYL-N-OXIDE",CCCCCCCCCCC[N+](C)(C)[O-],215.38099999999997,4.091400000000004,0.0,1.0,0.0,10.0,15.0,2.0,0.0,23.06,1.0
"(2R)-1-[(5,6-DIPHENYL-7H-PYRROLO[2,3-D]PYRIMIDIN-4-YL)AMINO]PROPAN-2-OL",C[C@@H](O)CNc1ncnc2[nH]c(-c3ccccc3)c(-c3ccccc3)c12,344.41800000000006,4.084600000000002,3.0,4.0,4.0,5.0,26.0,5.0,4.0,73.83,0.14285714285714285
"(2R)-3-{[(4Z)-5,6-DIPHENYL-6,7-DIHYDRO-4H-PYRROLO[2,3-D]PYRIMIDIN-4-YLIDENE]AMINO}PROPANE-1,2-DIOL",OC[C@H](O)CNc1ncnc2[nH]c(-c3ccccc3)c(-c3ccccc3)c12,360.41700000000014,3.0570000000000013,4.0,5.0,4.0,6.0,27.0,6.0,4.0,94.06,0.14285714285714285
"(3R,4S)-1-[(4-amino-5H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]-4-[(benzylsulfanyl)methyl]pyrrolidin-3-ol",Nc1ncnc2c(CN3C[C@H](CSCc4ccccc4)[C@@H](O)C3)c[nH]c12,369.494,2.2662,3.0,6.0,4.0,6.0,26.0,7.0,3.0,91.06,0.3684210526315789
Decyl formate,CCCCCCCCCCOC=O,186.295,3.3001000000000023,0.0,2.0,0.0,10.0,13.0,2.0,0.0,26.3,0.9090909090909091
N-ACETYL-L-PHENYLALANYL-4-[DIFLUORO(PHOSPHONO)METHYL]-L-PHENYLALANINAMIDE,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(C(F)(F)P(=O)(O)O)cc1)C(N)=O,483.40800000000013,1.1735999999999995,5.0,4.0,2.0,10.0,33.0,12.0,2.0,158.82000000000002,0.2857142857142857
"1-[2-DEOXYRIBOFURANOSYL]-2,4-DIFLUORO-5-METHYL-BENZENE-5'MONOPHOSPHATE",Cc1cc([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(F)cc1F,324.21599999999995,1.5734199999999998,3.0,4.0,2.0,4.0,21.0,9.0,1.0,96.22000000000001,0.5
"N-(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)GLYCINE",O=C(O)CNc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12,345.3580000000001,4.053300000000002,2.0,5.0,4.0,5.0,26.0,6.0,4.0,88.25,0.05
"(5,6-DIPHENYL-FURO[2,3-D]PYRIMIDIN-4-YLAMINO)-ACETIC",CN(CCO)c1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12,345.4020000000001,3.9853000000000023,1.0,5.0,4.0,5.0,26.0,5.0,4.0,62.39,0.14285714285714285
"3-AMINO-3-BENZYL-[4.3.0]BICYCLO-1,6-DIAZANONAN-2-ONE",OCCNc1ncnc2[nH]c(-c3ccccc3)c(-c3ccccc3)c12,330.3910000000001,3.696100000000002,3.0,4.0,4.0,5.0,25.0,5.0,4.0,73.83,0.1
PHOSPHONIC ACID 2-DODECANOYLAMINO-HEXYL ESTER PROPYL ESTER,CCCCCCCCCCCC(=O)N[C@H](CCCC)CO[P@@](=O)(O)OCCO,423.5310000000002,4.708200000000005,3.0,5.0,0.0,20.0,28.0,8.0,0.0,105.09,0.95
AC-(D)Phe-pro-borolys-OH,CC(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)B(O)O,432.3300000000002,-0.6493999999999969,5.0,6.0,2.0,11.0,31.0,10.0,1.0,144.99,0.5714285714285714
AC-(D)PHE-PRO-BOROHOMOLYS-OH,CC(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCCN)B(O)O,446.35700000000026,-0.2592999999999972,5.0,6.0,2.0,12.0,32.0,10.0,1.0,144.99,0.5909090909090909
AC-(D)PHE-PRO-BOROHOMOORNITHINE-OH,CC(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN)B(O)O,418.30300000000017,-1.0394999999999965,5.0,6.0,2.0,10.0,30.0,10.0,1.0,144.99,0.55
"1,6-Naphthalenediol",Oc1ccc2c(O)cccc2c1,160.172,2.2509999999999994,2.0,2.0,2.0,0.0,12.0,2.0,2.0,40.46,0.0
PD-168393,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,369.22200000000004,4.260400000000002,2.0,4.0,3.0,4.0,23.0,6.0,3.0,66.91,0.0
"2-[(1R)-1-CARBOXY-2-(4-HYDROXYPHENYL)ETHYL]-1,3-DIOXOISOINDOLINE-5-CARBOXYLIC ACID",O=C(O)c1ccc2c(c1)C(=O)N([C@H](Cc1ccc(O)cc1)C(=O)O)C2=O,355.3020000000001,1.3822999999999999,3.0,5.0,3.0,5.0,26.0,8.0,2.0,132.21,0.1111111111111111
K-00546,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=S)Nc1c(F)cccc1F,425.446,1.774599999999999,4.0,8.0,3.0,4.0,28.0,13.0,3.0,140.95,0.0
"N-[2-(carbamimidamidooxy)ethyl]-2-{6-cyano-3-[(2,2-difluoro-2-pyridin-2-ylethyl)amino]-2-fluorophenyl}acetamide",N#Cc1ccc(NCC(F)(F)c2ccccn2)c(F)c1CC(=O)NCCON=C(N)N,435.4100000000003,1.1599799999999996,4.0,6.0,2.0,10.0,31.0,12.0,2.0,151.44,0.2631578947368421
"(3R,4S)-1-{6-[3-(METHYLSULFONYL)PHENYL]PYRIMIDIN-4-YL}-4-(2,4,5-TRIFLUOROPHENYL)PYRROLIDIN-3-AMINE",CS(=O)(=O)c1cccc(-c2cc(N3C[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C3)ncn2)c1,448.47000000000014,2.895500000000001,1.0,6.0,4.0,4.0,31.0,10.0,3.0,89.18,0.23809523809523808
"2-((3',5'-DIMETHYL-4'-HYDROXYPHENYL)AZO)BENZOIC ACID",Cc1cc(/N=N/c2ccccc2C(=O)O)cc(C)c1O,270.288,4.122640000000003,2.0,4.0,2.0,3.0,20.0,5.0,2.0,82.25,0.13333333333333333
alpha-Methyl-2-hydroxy-4-diethylaminocinnamic acid,CCN(CC)c1ccc(/C=C(\C)C(=O)O)c(O)c1,249.30999999999997,2.7263,2.0,3.0,1.0,5.0,18.0,4.0,1.0,60.77000000000001,0.35714285714285715
"2,3-Dimethyl-1,4-naphthoquinone",CC1=C(C)C(=O)c2ccccc2C1=O,186.20999999999998,2.402000000000001,0.0,2.0,2.0,0.0,14.0,2.0,1.0,34.14,0.16666666666666666
"N,4-Dimethyl-N-(1-phenyl-1H-pyrazol-5-yl)benzenesulfonamide",Cc1ccc(S(=O)(=O)N(C)c2ccnn2-c2ccccc2)cc1,327.40900000000005,3.0058200000000017,0.0,4.0,3.0,4.0,23.0,6.0,3.0,55.2,0.11764705882352941
"2-[1-METHYLHEXYL]-4,6-DINITROPHENOL",CCCCCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,282.296,3.8924000000000034,1.0,5.0,1.0,7.0,20.0,7.0,1.0,106.51,0.5384615384615384
TRANS-2-(DIMETHYLPHENYLSILYL)-PIPERIDINE-N-OXIDE,C[Si](C)(c1ccccc1)[C@H]1CC[N@@+](C)([O-])CC1,249.42999999999992,2.710400000000001,0.0,1.0,2.0,2.0,17.0,3.0,1.0,23.06,0.5714285714285714
(2S)-2-Methyl-3-phenylpropanoic acid,C[C@@H](Cc1ccccc1)C(=O)O,164.20399999999995,1.9498,1.0,1.0,1.0,3.0,12.0,2.0,1.0,37.3,0.3
"O,O-DIETHYL HYDROGEN THIOPHOSPHATE",CCOP(O)(=S)OCC,170.16999999999996,1.2762,1.0,3.0,0.0,4.0,9.0,5.0,0.0,38.69,1.0
(2S)-2-ETHOXY-3-{4-[2-(10H-PHENOXAZIN-10-YL)ETHOXY]PHENYL}PROPANOIC ACID,CCO[C@@H](Cc1ccc(OCCN2c3ccccc3Oc3ccccc32)cc1)C(=O)O,419.47700000000015,5.041600000000004,1.0,5.0,4.0,9.0,31.0,6.0,3.0,68.23,0.24
"3-({[(3S)-3,4-dihydroxybutyl]oxy}amino)-1H,2'H-2,3'-biindol-2'-one",O=C1N=c2ccccc2=C1c1[nH]c2ccccc2c1NOCC[C@H](O)CO,365.3890000000001,0.6135000000000002,4.0,5.0,4.0,7.0,27.0,7.0,3.0,106.94000000000001,0.2
"2-methyl-3,5,7,8-tetrahydro-4H-thiopyrano[4,3-d]pyrimidin-4-one",Cc1nc2c(c(=O)[nH]1)CSCC2,182.24799999999996,0.8676200000000001,1.0,3.0,2.0,0.0,12.0,4.0,1.0,45.75,0.5
"(9ALPHA,13BETA,17BETA)-2-[(1Z)-BUT-1-EN-1-YL]ESTRA-1,3,5(10)-TRIENE-3,17-DIOL",CC/C=C\c1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,326.48,5.032400000000005,2.0,2.0,4.0,2.0,24.0,2.0,1.0,40.46,0.6363636363636364
"(9S,12S)-9-(1-methylethyl)-7,10-dioxo-2-oxa-8,11-diazabicyclo[12.2.2]octadeca-1(16),14,17-triene-12-carboxylic acid",CC(C)[C@@H]1NC(=O)CCCCOc2ccc(cc2)C[C@@H](C(=O)O)NC1=O,362.4260000000001,1.502,3.0,4.0,3.0,2.0,26.0,7.0,1.0,104.72999999999999,0.5263157894736842
[(1S)-1-(5-CHLORO-1-BENZOTHIEN-3-YL)-2-(2-NAPHTHYLAMINO)-2-OXOETHYL]PHOSPHONIC ACID,O=C(Nc1ccc2ccccc2c1)[C@H](c1csc2ccc(Cl)cc12)P(=O)(O)O,431.8370000000001,5.565400000000004,3.0,3.0,4.0,4.0,28.0,8.0,4.0,86.63000000000001,0.05
DODECANESULFONATE ION,CCCCCCCCCCCCS(=O)(=O)[O-],249.39599999999996,3.4525000000000023,0.0,3.0,0.0,11.0,16.0,4.0,0.0,57.2,1.0
"N-(dibenzo[b,d]thiophen-3-ylsulfonyl)-L-valine",CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)sc1ccccc12)C(=O)O,363.4600000000001,3.442000000000001,2.0,4.0,3.0,5.0,24.0,7.0,3.0,83.47,0.23529411764705882
5-(DIMETHYLAMINO)-2-NAPHTHALENESULFONIC ACID,CN(C)c1cccc2cc(S(=O)(=O)O)ccc12,251.30699999999996,2.1525,1.0,3.0,2.0,2.0,17.0,5.0,2.0,57.61,0.16666666666666666
"4-{[5-(CYCLOHEXYLMETHOXY)[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL]AMINO}BENZENESULFONAMIDE",NS(=O)(=O)c1ccc(Nc2cc(OCC3CCCCC3)nc3ncnn23)cc1,402.48000000000013,2.474400000000001,2.0,8.0,4.0,6.0,28.0,10.0,3.0,124.5,0.3888888888888889
"4-{[5-(CYCLOHEXYLAMINO)[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL]AMINO}BENZENESULFONAMIDE",NS(=O)(=O)c1ccc(Nc2cc(NC3CCCCC3)nc3ncnn23)cc1,387.4690000000001,2.2599,3.0,8.0,4.0,5.0,27.0,10.0,3.0,127.3,0.35294117647058826
"4-({5-[(4-AMINOCYCLOHEXYL)AMINO][1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL}AMINO)BENZENESULFONAMIDE",NS(=O)(=O)c1ccc(Nc2cc(N[C@H]3CC[C@H](N)CC3)nc3ncnn23)cc1,402.48400000000015,1.1971,4.0,9.0,4.0,5.0,28.0,11.0,3.0,153.31999999999996,0.35294117647058826
"4-{[5-(CYCLOHEXYLOXY)[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL]AMINO}BENZENESULFONAMIDE",NS(=O)(=O)c1ccc(Nc2cc(OC3CCCCC3)nc3ncnn23)cc1,388.4530000000001,2.2268,2.0,8.0,4.0,5.0,27.0,10.0,3.0,124.5,0.35294117647058826
"METHYL 1-(4-{[(2,4-DIAMINOPTERIDIN-6-YL)METHYL]AMINO}BENZOYL)PIPERIDINE-4-CARBOXYLATE",COC(=O)C1CCN(C(=O)c2ccc(NCc3cnc4nc(N)nc(N)c4n3)cc2)CC1,436.4760000000003,1.2214999999999996,3.0,10.0,4.0,5.0,32.0,11.0,3.0,162.24,0.3333333333333333
"2-({[3-(3,4-dihydroisoquinolin-2(1H)-ylsulfonyl)phenyl]carbonyl}amino)benzoic acid",O=C(Nc1ccccc1C(=O)O)c1cccc(S(=O)(=O)N2CCc3ccccc3C2)c1,436.4890000000002,3.3841000000000028,2.0,4.0,4.0,5.0,31.0,8.0,3.0,103.77999999999999,0.13043478260869565
"1-[(2,6-difluorophenyl)sulfonyl]-4-(2,3-dihydro-1,4-benzodioxin-6-ylsulfonyl)piperazine",O=S(=O)(c1ccc2c(c1)OCCO2)N1CCN(S(=O)(=O)c2c(F)cccc2F)CC1,460.48000000000013,1.4312000000000002,0.0,6.0,4.0,4.0,30.0,12.0,2.0,93.22,0.3333333333333333
"N-(3,5-dibromo-4-hydroxyphenyl)-2,6-dimethylbenzamide",Cc1cccc(C)c1C(=O)Nc1cc(Br)c(O)c(Br)c1,399.08200000000005,4.786340000000003,2.0,2.0,2.0,2.0,20.0,5.0,2.0,49.33,0.13333333333333333
"2,5-dichloro-N-(3,5-dibromo-4-hydroxyphenyl)benzamide",O=C(Nc1cc(Br)c(O)c(Br)c1)c1cc(Cl)ccc1Cl,439.9180000000001,5.476300000000002,2.0,2.0,2.0,2.0,20.0,7.0,2.0,49.33,0.0
"N-(3,5-dibromo-4-hydroxyphenyl)-4-hydroxy-3,5-dimethylbenzamide",Cc1cc(C(=O)Nc2cc(Br)c(O)c(Br)c2)cc(C)c1O,415.0810000000001,4.491940000000003,3.0,3.0,2.0,2.0,21.0,6.0,2.0,69.56,0.13333333333333333
methyl (3S)-3-[(tert-butoxycarbonyl)amino]-4-oxopentanoate,COC(=O)C[C@H](NC(=O)OC(C)(C)C)C(C)=O,245.27499999999998,1.0317999999999996,1.0,5.0,0.0,4.0,17.0,6.0,0.0,81.69999999999999,0.7272727272727273
"1-(2,3-dihydro-1,4-benzodioxin-6-ylsulfonyl)-4-[(4-methoxyphenyl)sulfonyl]piperazine",COc1ccc(S(=O)(=O)N2CCN(S(=O)(=O)c3ccc4c(c3)OCCO4)CC2)cc1,454.5260000000003,1.1616,0.0,7.0,4.0,5.0,30.0,11.0,2.0,102.45000000000002,0.3684210526315789
"3-(3-aminophenyl)-N-(3-chlorophenyl)pyrazolo[1,5-a]pyrimidin-5-amine",Nc1cccc(-c2cnn3ccc(Nc4cccc(Cl)c4)nc23)c1,335.79800000000006,4.375500000000002,2.0,5.0,4.0,3.0,24.0,6.0,4.0,68.24,0.0
"3-carboxamido-1,3,5(10)-estratrien-17(R)-spiro-2'(5',5'-dimethyl-6'oxo)tetrahydropyran",CC1(C)CC[C@@]2(CC[C@H]3[C@@H]4CCc5cc(C(N)=O)ccc5[C@H]4CC[C@@]32C)OC1=O,395.5430000000002,4.743600000000004,1.0,3.0,5.0,1.0,29.0,4.0,1.0,69.39000000000001,0.68
"1-BENZYL-4-[(5,6-DIMETHOXY-1-INDANON-2-YL)METHYL]PIPERIDINE",COc1cc2c(cc1OC)C(=O)[C@H](CC1CCN(Cc3ccccc3)CC1)C2,379.50000000000017,4.361100000000004,0.0,4.0,4.0,6.0,28.0,4.0,2.0,38.77,0.4583333333333333
17alpha-Estriol,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@H]2O,288.38699999999994,2.5800000000000005,3.0,3.0,4.0,0.0,21.0,3.0,1.0,60.69,0.6666666666666666
"(3R,4S,5S,7R,9E,11R,12R)-12-ETHYL-4-HYDROXY-3,5,7,11-TETRAMETHYLOXACYCLODODEC-9-ENE-2,8-DIONE",CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@@H](C)C[C@@H](C)C(=O)/C=C/[C@H]1C,296.407,2.7425000000000015,1.0,4.0,1.0,1.0,21.0,4.0,0.0,63.6,0.7647058823529411
"6-AMINO-4-[2-(4-METHOXYPHENYL)ETHYL]-1,7-DIHYDRO-8H-IMIDAZO[4,5-G]QUINAZOLIN-8-ONE",COc1ccc(CCc2c3nc[nH]c3cc3c(=O)[nH]c(N)nc23)cc1,335.3670000000001,2.1754,3.0,5.0,4.0,4.0,25.0,7.0,4.0,109.67999999999999,0.16666666666666666
(S)-econazole,Clc1ccc(CO[C@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,381.69000000000005,5.801400000000003,0.0,3.0,3.0,6.0,24.0,6.0,3.0,27.05,0.16666666666666666
2-Hydroxyestradiol,C[C@]12CC[C@@H]3c4cc(O)c(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,288.387,3.314800000000002,3.0,3.0,4.0,0.0,21.0,3.0,1.0,60.69,0.6666666666666666
"(9BETA,11ALPHA,13ALPHA,14BETA,17ALPHA)-11-(METHOXYMETHYL)ESTRA-1(10),2,4-TRIENE-3,17-DIOL",COC[C@H]1C[C@]2(C)[C@@H](O)CC[C@H]2[C@@H]2CCc3cc(O)ccc3[C@@H]12,316.441,3.4817000000000027,2.0,3.0,4.0,2.0,23.0,3.0,1.0,49.69,0.7
3-CHLORO-2-(4-HYDROXYPHENYL)-2H-INDAZOL-5-OL,Oc1ccc(-n2nc3ccc(O)cc3c2Cl)cc1,260.68,3.0901000000000005,2.0,4.0,3.0,1.0,18.0,5.0,3.0,58.28,0.0
PHENYLALANYLAMINODI(ETHYLOXY)ETHYL BENZENESULFONAMIDEAMINOCARBONYLBENZENESULFONAMIDE,N[C@@H](Cc1ccccc1)C(=O)NCCOCCOCCNC(=O)c1ccc(S(N)(=O)=O)cc1,478.57100000000014,-0.21679999999999694,4.0,7.0,2.0,14.0,33.0,11.0,2.0,162.84,0.36363636363636365
"(2S,3R)-3-(6-amino-9H-purin-9-yl)nonan-2-ol",CCCCCC[C@H]([C@H](C)O)n1cnc2c(N)ncnc21,277.372,2.3007999999999997,2.0,6.0,2.0,7.0,20.0,6.0,2.0,89.85,0.6428571428571429
3-ETHYL-2-(4-HYDROXYPHENYL)-2H-INDAZOL-5-OL,CCc1c2cc(O)ccc2nn1-c1ccc(O)cc1,254.289,2.999100000000001,2.0,4.0,3.0,2.0,19.0,4.0,3.0,58.28,0.13333333333333333
"(1S)-1-{[(4'-methoxy-1,1'-biphenyl-4-yl)sulfonyl]amino}-2-methylpropylphosphonic acid",COc1ccc(-c2ccc(S(=O)(=O)N[C@H](C(C)C)P(=O)(O)O)cc2)cc1,399.40500000000003,2.800300000000002,3.0,4.0,2.0,7.0,26.0,9.0,2.0,112.93,0.29411764705882354
"6-(3-METHYL-1,4-DIOXO-1,4-DIHYDRONAPHTHALEN-2-YL)HEXANOIC ACID",CC1=C(CCCCCC(=O)O)C(=O)c2ccccc2C1=O,286.32700000000006,3.417200000000002,1.0,3.0,2.0,6.0,21.0,4.0,1.0,71.44,0.35294117647058826
Emodin,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,270.24,1.8872199999999997,3.0,5.0,3.0,0.0,20.0,5.0,2.0,94.83000000000001,0.06666666666666667
"(4Z)-2,8:7,12:11,15:14,18:17,22-PENTAANHYDRO-4,5,6,9,10,13,19,20,21-NONADEOXY-D-ARABINO-D-ALLO-D-ALLO-DOCOSA-4,9,20-TRIENITOL",OC[C@H]1O[C@H]2C=C[C@H]3O[C@H]4[C@H](O)[C@H]5OCC=CC[C@@H]5O[C@@H]4C[C@@H]3O[C@@H]2C/C=C\[C@@H]1O,422.47400000000016,0.007800000000001195,3.0,8.0,5.0,1.0,30.0,8.0,0.0,106.84000000000002,0.7272727272727273
"(5S,8R,9S,10S,13R,14S,17S)-13-{2-[(3,5-DIFLUOROBENZYL)OXY]ETHYL}-17-HYDROXY-10-METHYLHEXADECAHYDRO-3H-CYCLOPENTA[A]PHENANTHREN-3-ONE",C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(CCOCc3cc(F)cc(F)c3)[C@@H](O)CC[C@@H]12,446.57800000000015,5.824300000000007,1.0,3.0,5.0,5.0,32.0,5.0,1.0,46.53,0.7407407407407407
4-Hydroxyphenylpyruvic acid,O=C(O)C(=O)Cc1ccc(O)cc1,180.159,0.5884,2.0,3.0,1.0,3.0,13.0,4.0,1.0,74.6,0.1111111111111111
"[(3R)-3-(Methylcarbamoyl)-2-{[(2-methyl-2-propanyl)oxy]carbonyl}-1,2,3,4-tetrahydro-7-isoquinolinyl]sulfamic acid",CNC(=O)[C@H]1Cc2ccc(NS(=O)(=O)O)cc2CN1C(=O)OC(C)(C)C,385.44200000000023,1.3090999999999995,3.0,5.0,2.0,3.0,26.0,10.0,1.0,125.04,0.5
Epibatidine,Clc1ccc([C@H]2C[C@@H]3CC[C@H]2N3)cn1,208.69199999999998,2.3428999999999993,1.0,2.0,3.0,1.0,14.0,3.0,1.0,24.92,0.5454545454545454
DIETHYL 4-METHOXYPHENYL PHOSPHATE,CCOP(=O)(OCC)Oc1ccc(OC)cc1,260.226,3.2551000000000014,0.0,5.0,1.0,7.0,17.0,6.0,1.0,53.99000000000001,0.45454545454545453
3-(4-NITRO-PHENOXY)-PROPAN-1-OL,O=[N+]([O-])c1ccc(OCCCO)cc1,197.18999999999997,1.3559999999999999,1.0,4.0,1.0,5.0,14.0,5.0,1.0,72.60000000000001,0.3333333333333333
3-(5-methoxy-1H-indol-3-yl)propanoic acid,COc1ccc2[nH]cc(CCC(=O)O)c2c1,219.23999999999995,2.1936999999999998,2.0,2.0,2.0,4.0,16.0,4.0,2.0,62.32000000000001,0.25
Indeglitazar,COc1ccc(S(=O)(=O)n2cc(CCC(=O)O)c3cc(OC)ccc32)cc1,389.4290000000001,2.912700000000001,1.0,6.0,3.0,7.0,27.0,8.0,3.0,94.83000000000001,0.21052631578947367
t-Butylhydroquinone,CC(C)(C)c1cc(O)ccc1O,166.21999999999997,2.395300000000001,2.0,2.0,1.0,0.0,12.0,2.0,1.0,40.46,0.4
"2-[2-(2-FLUOROPHENYL)PYRIDIN-4-YL]-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE",O=C1NCCc2[nH]c(-c3ccnc(-c4ccccc4F)c3)cc21,307.3280000000001,3.168700000000001,2.0,2.0,4.0,2.0,23.0,5.0,3.0,57.78,0.1111111111111111
3-fluoro-N-[3-(1H-tetrazol-5-yl)phenyl]benzamide,O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cccc(F)c1,283.266,2.2580999999999998,2.0,4.0,3.0,3.0,21.0,7.0,3.0,83.56,0.0
"5-(3-HYDROXYPHENYL)ISOTHIAZOL-3(2H)-ONE 1,1-DIOXIDE",O=C1C=C(c2cccc(O)c2)S(=O)(=O)N1,225.225,0.19269999999999998,2.0,4.0,2.0,1.0,15.0,6.0,1.0,83.47,0.0
CAN-508,Nc1n[nH]c(N)c1/N=N/c1ccc(O)cc1,218.22000000000003,1.6950999999999996,4.0,6.0,2.0,2.0,16.0,7.0,2.0,125.67,0.0
