Molecule ChEMBL ID,Smiles,Standard Value,Standard Type,pChEMBL Value,Activity_Class
CHEMBL2018174,CC(C)Oc1ccc(-c2nc(-c3ccc4c(ccn4CCC(=O)O)c3)no2)cc1Cl,2.512,EC50,8.6,Active
CHEMBL115554,CCCCCCCCc1ccc(CC[C@@H](N)C[C@@H](O)P(=O)(O)O)cc1,0.1,IC50,10.0,Active
CHEMBL118265,CCCCCCCCCCCCCNCCCP(=O)(O)O,2.5,IC50,8.6,Active
CHEMBL1091103,CCCCCCCCc1ccc2c(c1)CC[C@@H](C(N)(CO)COP(=O)(O)O)C2,0.344,EC50,9.46,Active
CHEMBL3959509,O=C(O)C1CN(Cc2ccc3c(c2)CCc2c-3noc2-c2onc(-c3ccccc3)c2C(F)(F)F)C1,0.59,EC50,9.23,Active
CHEMBL4757149,O=C(O)C1CN(Cc2ccc3c(c2)OCc2c-3noc2-c2noc(-c3ccccc3)c2C(F)(F)F)C1,0.27,EC50,9.57,Active
CHEMBL4798447,O=C(O)C1CN(Cc2ccc3c(c2)OCCc2c(-c4noc(-c5ccccc5)c4C(F)(F)F)noc2-3)C1,33.0,EC50,7.48,Active
CHEMBL391870,Cc1cc([C@@H]2C[C@H]2C(=O)O)ccc1-c1noc(-c2ccc(OC(C)C)c(C(F)(F)F)c2)n1,0.21,EC50,9.68,Active
CHEMBL2059671,CCc1c(CCCC(=O)O)cccc1-c1nsc(-c2ccc(CC(C)C)c(C#N)c2)n1,1.259,EC50,8.9,Active
CHEMBL2032316,O=C(O)CCCCCc1ccc2[nH]c(-c3ccc(-c4ccccc4)c(C(F)(F)F)c3)cc2c1,125.89,EC50,6.9,Active
CHEMBL2032430,O=C(O)CCNCCc1ccc2oc(-c3ccc(-c4ccccc4)c(C(F)(F)F)c3)nc2c1,0.03162,EC50,10.5,Active
CHEMBL377181,Cc1cc(CCC(=O)O)ccc1-c1ccc(-c2ccc(OC(C)C)c(C#N)c2)s1,0.93,EC50,9.03,Active
CHEMBL210694,Cc1cc(CCC(=O)O)ccc1-c1nnc(-c2ccc(OCC#N)c(C#N)c2)s1,45.0,EC50,7.35,Active
CHEMBL314854,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,840.0,IC50,6.08,Active
CHEMBL375488,CCc1cc(CN2CC(C(=O)O)C2)ccc1OCc1cc(-c2ccccc2)c(C(F)(F)F)s1,3.5,IC50,8.46,Active
CHEMBL425563,O=C(O)C1CN(Cc2ccc(OCc3cc(-c4ccccc4)c(C(F)(F)F)s3)cc2)C1,0.5,EC50,9.3,Active
CHEMBL426191,O=C(O)C1CN(Cc2cc(Cl)c(OCc3cc(-c4ccccc4)c(C(F)(F)F)s3)c(Cl)c2)C1,7.5,IC50,8.12,Active
CHEMBL389880,O=C(O)C1CN(Cc2ccc(OCc3cc(-c4ccccc4)c(C(F)(F)F)s3)c(F)c2)C1,2.7,IC50,8.57,Active
CHEMBL224599,O=C(O)C1CN(Cc2ccc(OCc3cc(-c4ccccc4)c(C(F)(F)F)s3)c(Br)c2)C1,13.0,IC50,7.89,Active
CHEMBL1779732,Cc1cc(CN)cc(C)c1NC(=O)c1ccc(-c2cc(Cl)ccc2Cl)o1,6400.0,IC50,5.19,Inactive
CHEMBL325193,CCCCCCCCc1ccc(CCNCCCP(=O)(O)O)cc1,6.3,IC50,8.2,Active
CHEMBL3982194,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CCC4NCCN3CCOCC3)no2)cc1C#N,0.5,EC50,9.3,Active
CHEMBL475405,C[C@](N)(COP(=O)(O)O)C(=O)Nc1ccc(OCCc2ccc(-c3ccccc3)cc2)cc1,1.05,IC50,8.98,Active
CHEMBL3910977,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@H]4NC(=O)N3CC[C@@H](N)C3)no2)cc1C#N,0.05,EC50,10.3,Active
CHEMBL188826,CCCCCCCCc1ccc(-c2c[nH]c([C@@H](N)COP(O)(O)=S)n2)cc1.O=C(O)C(F)(F)F,6.4,EC50,8.19,Active
CHEMBL195014,O=C(O)C1CN(Cc2ccc(-c3noc(-c4ccc([C@@H]5CCC(F)(F)C5)cc4)n3)cc2)C1,0.8,IC50,9.1,Active
CHEMBL600762,COc1ccc(/C=C/C(=O)n2nc(C)c3c2C[C@@H]2[C@H]3C2(C)C)cc1OC,25.0,EC50,7.6,Active
CHEMBL225155,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)COP(=O)(O)O,0.9,EC50,9.05,Active
CHEMBL184879,CCCCCCCCCc1ccc(C2CCC(CCP(=O)(O)O)N2)cc1,0.1,IC50,10.0,Active
CHEMBL187712,CCCCCCCCc1ccc(-c2c[nH]c([C@H](N)COP(=O)(O)O)n2)cc1.O=C(O)C(F)(F)F,7.0,EC50,8.15,Active
CHEMBL1797501,O=C(O)CCNC/C=C/c1ccc(OCCCCc2ccccc2)cc1Cl,24.0,EC50,7.62,Active
CHEMBL1797503,Cc1cc(OCCCCc2ccccc2)ccc1/C=C/CNCCC(=O)O,36.0,EC50,7.44,Active
CHEMBL1797507,O=C(O)CCNCC1=Cc2ccc(OCCCCc3ccccc3)cc2CC1,57.0,EC50,7.24,Active
CHEMBL1672552,O=C(O)C1CN(Cc2ccc(-c3cn4cc(Cc5ccccc5)ccc4n3)c(F)c2)C1,6720.0,EC50,5.17,Inactive
CHEMBL3605544,CCn1c([C@@H](C)NS(=O)(=O)c2cn(C)nc2C)nc2ccc(C(F)(F)F)cc21,1000.0,EC50,6.0,Active
CHEMBL1651713,CCCCOc1ccc2oc(-c3ccc(CN4CC(C(=O)O)C4)cc3OC)cc2c1,420.0,EC50,6.38,Active
CHEMBL3605549,CCn1c([C@@H](C)NS(=O)(=O)c2cnn(C(C)C)c2C)nc2ccc(C(F)(F)F)cc21,1100.0,EC50,5.96,Inactive
CHEMBL3800595,CCc1c(-c2nc(-c3ccc(CN4CC(C(=O)O)C4)cc3)no2)noc1-c1ccccc1,1.6,EC50,8.8,Active
CHEMBL3800122,Cc1c(-c2nc(-c3ccc(CN4CC(C(=O)O)C4)cc3)no2)noc1-c1ccccc1,5.0,EC50,8.3,Active
CHEMBL3799007,CCc1cc(-c2noc(-c3ccc(CNC)s3)n2)cc(C)c1OC[C@@H](O)CNC(=O)CO,189.0,EC50,6.72,Active
CHEMBL3797534,CCc1cc(-c2noc(-c3cc(C)c(CNC)s3)n2)cc(C)c1OC[C@@H](O)CNC(=O)CO,14.0,EC50,7.85,Active
CHEMBL3797412,CCc1cc(-c2noc(-c3cc(C)c(CN(C)CC)s3)n2)cc(C)c1OC[C@@H](O)CNC(=O)CO,1.3,EC50,8.89,Active
CHEMBL3800230,CCc1cc(-c2noc(-c3ccc(CN4CCCC4)c(C)c3)n2)cc(C)c1OC[C@@H](O)CNC(=O)CO,50.0,EC50,7.3,Active
CHEMBL3797452,CCc1cc(-c2noc(-c3ccc(C)c(CN(C)CC(C)C)c3)n2)cc(C)c1OC[C@@H](O)CNC(=O)CO,97.0,EC50,7.01,Active
CHEMBL3798722,CCCCN(C)Cc1cc(-c2nc(-c3cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c3)no2)ccc1C,310.0,EC50,6.51,Active
CHEMBL3799227,CCc1cc(-c2noc(-c3cnc(OC)c(C4CCCC4)c3)n2)cc(C)c1OC[C@@H](O)CNC(=O)CO,1.5,EC50,8.82,Active
CHEMBL3799976,CCc1cc(-c2noc(-c3cc(C4CCCC4)cc(OC)n3)n2)cc(C)c1OC[C@@H](O)CNC(=O)CO,4.5,EC50,8.35,Active
CHEMBL3800336,CCc1cc(-c2noc(-c3cc(OC)nc(C(CC)CC)c3)n2)cc(C)c1OC[C@@H](O)CNC(=O)CO,0.4,EC50,9.4,Active
CHEMBL590134,Cc1nn(C(=O)/C=C/c2cccc(C(F)(F)F)c2)c2c1[C@H]1[C@@H](C2)C1(C)C,26.0,EC50,7.58,Active
CHEMBL1092577,CCCCOc1ccc(-c2ccc(CCC(N)(CO)COP(=O)(O)O)c(Cl)c2)cc1,0.62,EC50,9.21,Active
CHEMBL1092284,Cc1ccc(Oc2ccc(-c3ccc(CCC(N)(CO)COP(=O)(O)O)cc3)cc2)cc1,1.8,EC50,8.74,Active
CHEMBL119873,CCCCCCCCOc1ccc(CNCCCP(=O)(O)O)cc1F,0.7,IC50,9.15,Active
CHEMBL1083841,CCCCCCCOc1ccc(CC[C@](C)(N)CCN2CC(=O)NS2(=O)=O)cc1,460.0,EC50,6.34,Active
CHEMBL114584,CCCCCCCCc1ccc(CCC(N)(CO)CCP(=O)(O)O)cc1,8.7,IC50,8.06,Active
CHEMBL241050,Cc1cc(CC(C)C(=O)O)ccc1-c1noc(-c2ccc(OC(C)C)c(C(F)(F)F)c2)n1,0.3,EC50,9.52,Active
CHEMBL1651854,O=C(O)C1CN(Cc2ccc(-c3nc4ccc(Cc5ccccc5)cc4s3)c(F)c2)C1,221.0,EC50,6.66,Active
CHEMBL1651853,O=C(O)C1CN(Cc2ccc(-c3nc4cc(Cc5ccccc5)cnc4s3)c(F)c2)C1,138.0,EC50,6.86,Active
CHEMBL1526855,CC(=O)N(C1=C(Cl)C(=O)c2ccccc2C1=O)C1CCCCC1,9504.0,IC50,5.02,Inactive
CHEMBL1090673,C[C@](N)(COP(=O)(O)O)C(=O)Nc1ccc(OCCc2ccc(-c3ccccc3)cc2)c(C(N)=O)c1,150.0,IC50,6.82,Active
CHEMBL1088820,C[C@](N)(COP(=O)(O)O)C(=O)Nc1ccc(OCCc2ccc(-c3ccccc3)cc2)c(Cl)c1,0.8,IC50,9.1,Active
CHEMBL1093823,C[C@](N)(COP(=O)(O)O)c1nc(-c2ccc(OCc3ccc(-c4ccccc4)cc3)c(C(F)(F)F)c2)c[nH]1,0.23,IC50,9.64,Active
CHEMBL375488,CCc1cc(CN2CC(C(=O)O)C2)ccc1OCc1cc(-c2ccccc2)c(C(F)(F)F)s1,1.4,EC50,8.85,Active
CHEMBL4784344,O=C(O)C1CN(Cc2ccc3c(c2)CCc2c-3noc2-c2nsc(-c3ccccc3)c2C(F)(F)F)C1,0.33,EC50,9.48,Active
CHEMBL4784466,CC(C)Oc1ccc(-c2onc3c2CCc2cc(CN4CC(C(=O)O)C4)ccc2-3)c(C(F)(F)F)c1,24.0,EC50,7.62,Active
CHEMBL239650,CCCCCCCCCCC#CC(O)c1cccc(-c2ccc(Oc3ccc(OCC)cc3)c(S(=O)(=O)[O-])c2)c1.[Na+],4600.0,IC50,5.34,Inactive
CHEMBL397081,CCCCOc1ccc(Sc2ccc(-c3ccccc3C(O)C#CCOCCCCCCCO)cc2S(=O)(=O)[O-])cc1.[Na+],500.0,IC50,6.3,Active
CHEMBL537849,CCCCCCCCc1ccc(-c2c[nH]c(C(N)(CO)COP(=O)(O)O)n2)cc1.Cl,7.9,EC50,8.1,Active
CHEMBL515603,C[C@](N)(COP(=O)(O)O)C(=O)Nc1ccc(Oc2ccc(-c3ccccc3)cc2)cc1,186.0,IC50,6.73,Active
CHEMBL1088178,CCCN(c1cc(C(=O)Nc2ccc(S(N)(=O)=O)cc2C)ncn1)C1CCCCC1,2.9,EC50,8.54,Active
CHEMBL1080685,O=C(Nc1ccc2[nH]ccc2c1)c1cc(NC2CCCCC2)ncn1,12100.0,EC50,4.92,Inactive
CHEMBL473156,C[C@](N)(COP(=O)(O)O)C(=O)Nc1ccc(OCCCCCc2ccccc2)cc1,0.21,IC50,9.68,Active
CHEMBL3928616,Clc1cc(-c2noc(CCC3(c4ccccc4)CCCCC3)n2)ccn1,0.54,IC50,9.27,Active
CHEMBL3915834,Fc1ccc(-c2noc(CCC3(c4ccccc4)CCCCC3)n2)cc1F,330.0,EC50,6.48,Active
CHEMBL331054,CCCCCCCCOc1ccc(CNCCCP(=O)(O)O)cc1C,0.5,IC50,9.3,Active
CHEMBL1300662,C=CCn1c(=O)c(C#N)cc2c(=O)n3ccccc3nc21,24600.0,EC50,4.61,Inactive
CHEMBL1086170,CCCCCCCOc1ccc(CC[C@](C)(N)CCP(=O)(O)O)cc1,20.0,EC50,7.7,Active
CHEMBL115344,CCCCCCc1ccc(NC(=O)[C@H](N)COP(=O)(O)O)cc1.O=C(O)C(F)(F)F,260.0,EC50,6.58,Active
CHEMBL1087911,CN(C)Cc1ccc(NC(=O)c2cc(N(CC3CC3)C3CCCCC3)ncn2)cc1,104.0,EC50,6.98,Active
CHEMBL1080864,O=C(Nc1ccc2[nH]ncc2c1)c1cc(N(CC2CC2)C2CCCCC2)ncn1,9.0,EC50,8.05,Active
CHEMBL1570751,O=C(NC1CCCCC1)c1cc(-c2ccccc2)on1,897.0,EC50,6.05,Active
CHEMBL1096210,CCCCCc1ccc(-c2ccc(CCC(N)(CO)COP(=O)(O)O)c(Cl)c2)cc1,0.64,EC50,9.19,Active
CHEMBL2336089,C/C(=N\OCc1ccc(-c2ccccc2)c(F)c1)c1ccc(CNCCC(=O)O)cc1,61.0,EC50,7.21,Active
CHEMBL1447076,NS(=O)(=O)c1ccc(N2N=C(c3ccc(Br)cc3)CC2c2ccc(F)cc2)cc1,2200.0,EC50,5.66,Inactive
CHEMBL1456255,Cn1c(-c2cc3ccc(OC(=O)C(C)(C)C)cc3oc2=O)nc2ccccc21,33500.0,EC50,4.47,Inactive
CHEMBL1342332,Cc1ccccc1-n1c(=O)c(C#N)cc2c(=O)n3ccccc3nc21,7880.0,EC50,5.1,Inactive
CHEMBL117973,CCCCCCCCCCCCCCCNCCCP(=O)(O)O,6.6,IC50,8.18,Active
CHEMBL432809,CCCCCCCCCc1ccc(CNCCCP(C)(=O)O)cc1,2.0,IC50,8.7,Active
CHEMBL115713,CCCCCCCCc1ccc(CC[C@@H](N)C[C@H](O)P(=O)(O)O)cc1,4.8,IC50,8.32,Active
CHEMBL1089564,CCCCOc1ccc(-c2ccc(CCC(N)(CO)COP(=O)(O)O)cc2)cc1Cl,3.1,EC50,8.51,Active
CHEMBL1089809,Cc1cccc(Sc2ccc(-c3ccc(CCC(N)(CO)COP(=O)(O)O)cc3)c(F)c2)c1,2.0,EC50,8.7,Active
CHEMBL1090819,NC(CO)(CCc1ccc(-c2ccc(SCc3ccccc3)cc2F)cc1)COP(=O)(O)O,0.84,EC50,9.08,Active
CHEMBL3910164,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CCC4NC(C)(C)CO)no2)cc1C#N,0.5,EC50,9.3,Active
CHEMBL3907543,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CCC4N3CCN(CCO)CC3)no2)cc1C#N,0.05,EC50,10.3,Active
CHEMBL3935123,CC(C)COc1ccc(-c2nc(-c3cccc4c3CCC4NCCO)no2)cc1C#N,0.5,EC50,9.3,Active
CHEMBL3901636,COC(=O)C(C)(C)CS(=O)(=O)N[C@H]1CCc2c(-c3noc(-c4ccc(OC(C)C)c(C#N)c4)n3)cccc21,0.5,EC50,9.3,Active
CHEMBL3985742,CNC(=O)CS(=O)(=O)N[C@H]1CCc2c(-c3noc(-c4ccc(OC(C)C)c(C#N)c4)n3)cccc21,0.05,EC50,10.3,Active
CHEMBL3917386,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4N3CC(C(=O)N4CCC4)C3)no2)cc1C#N,0.5,EC50,9.3,Active
CHEMBL3927205,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@H]4NCC(C)(C)O)no2)cc1C#N,0.5,EC50,9.3,Active
CHEMBL203475,C[C@@](N)(CCc1ccc(OCCCCCCCCNc2ccc([N+](=O)[O-])c3nonc23)cc1)COP(=O)(O)O,19.95,EC50,7.7,Active
CHEMBL3752436,Cc1cc(-c2nc(-c3cc(F)c(OC[C@H]4OCC[C@@H]4O)cc3Cl)no2)cc(NC(C)C)n1,6.0,EC50,8.22,Active
CHEMBL1938945,Cn1cc(C(=O)Nc2cnc(-c3ccccc3)c(C(F)(F)F)c2)c(=O)c2ccccc21,2900.0,EC50,5.54,Inactive
CHEMBL366208,CCCCCCCCc1ccc(CC[C@](N)(CO)COP(=O)(O)O)cc1,0.4,EC50,9.4,Active
CHEMBL3754035,CC(C)Oc1ccc(-c2nc(-c3cc(F)c(OC[C@H](N)CO)cc3Cl)no2)cc1Cl,4.1,EC50,8.39,Active
CHEMBL3983299,CCOC(=O)CCCS(=O)(=O)c1ccc(NC(=O)c2cc(N(CC3CC3)C3CCCCC3)ncn2)cc1,1680.0,EC50,5.78,Inactive
CHEMBL3924114,CCCN(CC1CC1)c1cc(C(=O)Nc2cccc(Cn3ccnc3)c2)ncn1,481.0,EC50,6.32,Active
CHEMBL3671365,O=C1NC(=O)C2(CN(Cc3ccc(-c4noc(COCC5(c6ccc(Cl)cc6)CCC5)n4)cc3)C2)N1,447.1,IC50,6.35,Active
CHEMBL3676134,O=C(O)C1CN(Cc2ccc(-c3noc(CCC4(c5cccnc5)CCOCC4)n3)cc2)C1,861.3,IC50,6.07,Active
CHEMBL3770368,Cc1c2c(nn1-c1nnc(-c3ccc(OC(C)C)c(C#N)c3)s1)CCN(CC(=O)O)C2,100.0,EC50,7.0,Active
CHEMBL3770458,CC(C)Oc1ccc(-c2nnc(-n3cc4c(n3)CCN(CCC(=O)O)C4)s2)cc1C#N,5.012,EC50,8.3,Active
CHEMBL3770858,Cc1c2c(nn1-c1nnc(-c3ccc(OC(C)C)c(C#N)c3)s1)CCN(CCC(=O)O)C2,3.162,EC50,8.5,Active
CHEMBL3769451,CC(C)Oc1ccc(-c2nnc(-n3cc4c(n3)CCN(CCCC(=O)O)C4)s2)cc1Cl,5.012,EC50,8.3,Active
CHEMBL3771073,CC(C)Oc1ccc(-c2nnc(-n3cc4c(n3)CCN(CCCC(=O)O)C4)s2)cc1C#N,6.31,EC50,8.2,Active
CHEMBL1087141,NS(=O)(=O)c1ccc(NC(=O)c2cc(NC3CCCCC3)ncn2)cc1,1990.0,EC50,5.7,Inactive
CHEMBL184349,CCCCCCCCCc1ccc(CN2CCC(P(=O)(O)O)C2)cc1,0.33,IC50,9.48,Active
CHEMBL225155,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)COP(=O)(O)O,0.027,EC50,10.57,Active
CHEMBL1161691,CCCCCCCCc1ccc(CCC(N)(CO)CO[PH](O)(O)O)cc1,0.28,IC50,9.55,Active
CHEMBL1076708,CCN(c1cc(C(=O)Nc2ccc(O)cc2C)ncn1)C1CCCCC1,405.0,EC50,6.39,Active
CHEMBL1088176,Cc1cc(S(N)(=O)=O)ccc1NC(=O)c1cc(N(C)C2CCCCC2)ncn1,65.0,EC50,7.19,Active
CHEMBL473238,C[C@](N)(COP(=O)(O)O)C(=O)Nc1ccc(OCCCc2ccc(-c3ccccc3)cc2)cc1,0.9,IC50,9.05,Active
CHEMBL1094246,COc1ccc(N2C(=O)/C(=C/c3ccc(O)c(Cl)c3)S/C2=N\C(C)C)c(OC)c1,875.0,EC50,6.06,Active
CHEMBL1098144,COc1ccccc1N1C(=O)/C(=C/c2ccc(O)c(Cl)c2)S/C1=N\C(C)C,106.0,EC50,6.97,Active
CHEMBL1098143,Cc1ccc(N2C(=O)/C(=C/c3ccc(O)c(Cl)c3)S/C2=N\C(C)C)cc1Cl,47.0,EC50,7.33,Active
CHEMBL1097808,CC(C)/N=C1\S/C(=C\c2ccc(O)c(Cl)c2)C(=O)N1c1cccc(Cl)c1,35.0,EC50,7.46,Active
CHEMBL1097807,CC(C)/N=C1\S/C(=C\c2ccc(O)c(Cl)c2)C(=O)N1c1ccccc1Cl,54.0,EC50,7.27,Active
CHEMBL1097536,Cc1ccc(N2C(=O)/C(=C/c3ccc(O)c(Cl)c3)S/C2=N\C(C)C)c(C)c1,179.0,EC50,6.75,Active
CHEMBL1734070,C/N=C1\S/C(=C/c2cc(C)n(Cc3c(F)cccc3F)c2C)C(=O)N1OC,112.7,EC50,6.95,Active
CHEMBL1090423,O=C(O)CCNCc1ccc(NC(=O)c2cc(N(CC3CC3)C3CCCCC3)ncn2)cc1,9.0,Ki,8.05,Active
CHEMBL3918272,O=C(Nc1ccc(CN2CC(C(=O)O)C2)cc1)c1cc(N(CC2CC2)C2CCCCC2)ncn1,7.0,Ki,8.15,Active
CHEMBL3905719,Cc1cc(S(=O)(=O)NCCC(=O)OC(C)(C)C)ccc1NC(=O)c1cc(N(CC2CC2)C2CCCCC2)ncn1,2455.0,Ki,5.61,Inactive
CHEMBL3927419,CCCN(CC1CC1)c1cc(C(=O)Nc2ccc(CS(=O)(=O)CCC(=O)O)cc2)ncn1,3125.0,EC50,5.5,Inactive
CHEMBL1651703,O=C(O)C1CN(Cc2ccc(-c3cc4cc(C5CCCCC5)ccc4o3)cc2)C1,460.0,EC50,6.34,Active
CHEMBL2059685,CCc1c(CN2CCC(C(=O)O)CC2)cccc1-c1nsc(-c2ccc(OC(C)C)c(C(F)(F)F)c2)n1,15.85,EC50,7.8,Active
CHEMBL1651717,O=C(O)C1CN(Cc2ccc(-c3cc4cc(Cc5ccccc5)ccc4o3)c(F)c2)C1,57.0,EC50,7.24,Active
CHEMBL1672567,O=C(O)C1CN(Cc2ccc(-c3nc4cc(Cc5ccccc5Cl)ccc4s3)c(F)c2)C1,42.0,EC50,7.38,Active
CHEMBL1651850,O=C(O)C1CN(Cc2ccc(-c3nc4cc(Cc5ccccc5)ccc4s3)c(F)c2)C1,42.0,EC50,7.38,Active
CHEMBL1651851,O=C(O)C1CN(Cc2ccc(-c3nc4nc(Cc5ccccc5)ccc4s3)c(F)c2)C1,144.0,EC50,6.84,Active
CHEMBL1651865,O=C(O)C1CN(Cc2ccc(-c3nc4ccc(C5(c6ccccc6)CC5)cc4s3)c(F)c2)C1,38.0,EC50,7.42,Active
CHEMBL1651860,CC(C)(c1ccccc1)c1ccc2nc(-c3ccc(CN4CC(C(=O)O)C4)cc3F)sc2n1,33.0,EC50,7.48,Active
CHEMBL3671362,Cc1cc(-c2noc(CCC3(c4ccc(F)cc4)CCCCC3)n2)cc(C)c1OC[C@@H](O)CO,0.12,IC50,9.92,Active
CHEMBL224720,FC(F)(F)c1cccc(-c2noc(-c3cc(-c4ccccc4)c(C(F)(F)F)s3)n2)c1,37.0,IC50,7.43,Active
CHEMBL364899,CC(C)(C)c1ccc(-c2noc(-c3ccc(CN4CC(C(=O)O)C4)cc3)n2)cc1,8.2,IC50,8.09,Active
CHEMBL1651705,O=C(O)C1CN(Cc2ccc(-c3cc4cc(CCc5ccccc5)ccc4o3)cc2)C1,580.0,EC50,6.24,Active
CHEMBL185491,CCCCCCCCc1ccc2[nH]c([C@@H](N)COP(=O)(O)O)nc2c1.COC(=O)C(F)(F)F,37.0,EC50,7.43,Active
CHEMBL1938938,Cn1nc(C(=O)Nc2ccc(-c3ccccc3)c(C(F)(F)F)c2)c(=O)c2ccccc21,41.0,EC50,7.39,Active
CHEMBL1938942,Cn1cc(C(=O)Nc2ccc(-c3ccccc3)c(C(F)(F)F)c2)c(=O)c2cccnc21,190.0,EC50,6.72,Active
CHEMBL2336070,C/C(=N\OCc1ccc(C2CCCCC2)c(C(F)(F)F)c1)c1ccc(CN2CC(C(=O)O)C2)c(C)c1,1.6,EC50,8.8,Active
CHEMBL2336064,C/C(=N\OCc1ccc(C2CCCCC2)c(C(F)(F)F)c1)c1ccc(CNCCC(=O)O)c(F)c1,0.3,EC50,9.52,Active
CHEMBL2336087,C/C(=N\OCc1ccc(C2CCCCC2)c(C(F)(F)F)c1)c1ccc(CNCCC(=O)O)nc1,2.6,EC50,8.59,Active
CHEMBL2336080,C/C(=N\OCc1ccc(-c2ccc(F)cc2)c(C(F)(F)F)c1)c1ccc(CNCCC(=O)O)cc1,11.0,EC50,7.96,Active
CHEMBL2336075,COc1ccc(-c2ccc(CO/N=C(\C)c3ccc(CNCCC(=O)O)cc3)cc2)cc1,1500.0,EC50,5.82,Inactive
CHEMBL2336072,C/C(=N\OCc1ccc(-c2ccccc2)c(C(F)(F)F)c1)c1ccc(CNCCC(=O)O)cc1,9.0,EC50,8.05,Active
CHEMBL1683047,C/C(=C\CNCCC(=O)O)c1ccc(OCCCc2ccccc2)cc1,21.0,EC50,7.68,Active
CHEMBL1080748,O=C(Nc1ccc(O)cc1)c1cc(NC2CCCC2)ncn1,16700.0,EC50,4.78,Inactive
CHEMBL1087142,Cc1cc(S(N)(=O)=O)ccc1NC(=O)c1cc(NC2CCCCC2)ncn1,440.0,EC50,6.36,Active
CHEMBL1080863,CN(c1cc(C(=O)Nc2ccc3[nH]nnc3c2)ncn1)C1CCCCC1,7300.0,EC50,5.14,Inactive
CHEMBL1082869,Cc1cc(S(=O)(=O)NCCC(=O)O)ccc1NC(=O)c1cc(N(CC2CC2)C2CCCCC2)ncn1,3.0,EC50,8.52,Active
CHEMBL1086158,Cc1cc(S(=O)(=O)NCCCC(=O)O)ccc1NC(=O)c1cc(N(CC2CC2)C2CCCCC2)ncn1,20.0,EC50,7.7,Active
CHEMBL1090423,O=C(O)CCNCc1ccc(NC(=O)c2cc(N(CC3CC3)C3CCCCC3)ncn2)cc1,19.0,EC50,7.72,Active
CHEMBL1083828,Cc1cc(CN2CC(C(=O)O)C2)ccc1NC(=O)c1cc(N(CC2CC2)C2CCCCC2)ncn1,3.0,EC50,8.52,Active
CHEMBL1089005,CCCCCCCCc1ccc2c(c1)CC[C@@H]([C@](C)(N)COP(=O)(O)O)C2,19.72,EC50,7.71,Active
CHEMBL475495,CCCCCCCCOc1ccc(NC(=O)[C@@](C)(N)COP(=O)(O)O)cc1,0.73,IC50,9.14,Active
CHEMBL1090782,CNC(=O)c1cc(NC(=O)[C@@](C)(N)COP(=O)(O)O)ccc1OCCc1ccc(-c2ccccc2)cc1,500.0,IC50,6.3,Active
CHEMBL1093429,C[C@](N)(COP(=O)(O)O)C(=O)Nc1ccc(OCCc2ccc(-c3ccccc3)cc2)c(C(F)(F)F)c1,0.24,IC50,9.62,Active
CHEMBL1090829,C[C@](N)(COP(=O)(O)O)c1nc(-c2ccc(OCCc3ccc(-c4ccccc4)cc3)c(C(F)(F)F)c2)c[nH]1,9.4,IC50,8.03,Active
CHEMBL1341981,Cc1ccccc1CS(=O)(=O)c1nnc([C@H](CC(C)C)NC(=O)OC(C)(C)C)o1,38920.0,IC50,4.41,Inactive
CHEMBL1451470,O=C(NCc1cccnc1)/C(=C\c1ccc(-c2ccc(Cl)c(Cl)c2)o1)S(=O)(=O)c1ccccc1,8814.0,IC50,5.05,Inactive
CHEMBL1558021,O=C(Cn1ncc(Cl)c(Cl)c1=O)N1CCN(Cc2ccccc2)CC1,9927.0,IC50,5.0,Inactive
CHEMBL1423626,C=CCn1c(O)nnc1Sc1ncc([N+](=O)[O-])s1,18090.0,IC50,4.74,Inactive
CHEMBL1344225,COc1ccc(NC(=O)/C(Cl)=C(/Cl)[S+]([O-])Cc2ccc(C)cc2)cn1,4455.0,IC50,5.35,Inactive
CHEMBL1613578,O=C(CCl)Nc1cc(SCC(O)CO)cc([N+](=O)[O-])c1,4463.0,IC50,5.35,Inactive
CHEMBL1485010,O=C(OCn1ncc(Br)c(Br)c1=O)c1ccc(F)cc1,13630.0,IC50,4.87,Inactive
CHEMBL1492648,CS(=O)(=O)c1nc(-c2ccccc2)cc(C(F)(F)F)n1,16700.0,IC50,4.78,Inactive
CHEMBL4210019,CCc1cccc(Cl)c1CSc1ccc2c(c1)OCC21CCN(CCC(=O)O)CC1.Cl,125.89,EC50,6.9,Active
CHEMBL4217349,CC(CN1CCC2(CC1)COc1cc(OCc3c(Cl)cccc3Cl)ccc12)C(=O)O.Cl,1258.93,EC50,5.9,Inactive
CHEMBL590383,Cc1nn(C(=O)/C=C/c2ccncc2)c2c1[C@H]1[C@@H](C2)C1(C)C,7.0,EC50,8.15,Active
